	OG	TSG
KIAA0182	0.0	1.0
CASP8_ENST00000358485	0.0	1.0
TNRC6B_ENST00000301923	0.0	1.0
LOC168850	0.0	1.0
CDKN2A_ENST00000498124	0.0	1.0
ZNF800	0.0	1.0
ACIN1	0.0	1.0
CDKN2A_ENST00000446177	0.0	1.0
CREBBP	0.0	1.0
CDH24	0.0	1.0
TSC2_ENST00000219476	0.0	1.0
FUBP1_ENST00000370768	0.0	1.0
MAP2K4	0.0	1.0
PIK3R1_ENST00000320694	0.0	1.0
SOX9	0.0	1.0
ZC3H18	0.0	1.0
ATM_ENST00000278616	0.0	1.0
PIK3R1_ENST00000336483	0.0	1.0
LARP4B	0.0	1.0
ASXL2_ENST00000435504	0.0	1.0
BCOR_ENST00000378463	0.0	1.0
ARID1B_ENST00000346085	0.0	1.0
NFATC4	0.0	1.0
NOTCH1	0.0	1.0
BCOR_ENST00000378444	0.0	1.0
DNMT3A_ENST00000380746	0.0	1.0
TCF12	0.0	1.0
BCOR	0.0	1.0
TCF7L2	0.0	1.0
NOTCH1_ENST00000277541	0.0	1.0
KMT2D	0.005	0.995
TSGA10	0.005	0.995
SCAF4	0.005	0.995
CPEB2	0.005	0.995
CIC	0.005	0.995
TCF7L2_ENST00000543371	0.005	0.995
ZC3H13_ENST00000242848	0.005	0.995
MED23	0.005	0.995
KDM6A_ENST00000377967	0.005	0.995
MLL2_ENST00000301067	0.005	0.995
INPPL1	0.005	0.995
CTNND1	0.005	0.995
RGS12_ENST00000338806	0.005	0.995
ELF3_ENST00000359651	0.005	0.995
SPRED2	0.005	0.995
SIN3A	0.005	0.995
HMMR	0.005	0.995
SETD2_ENST00000409792	0.005	0.995
PDS5B	0.005	0.995
LARP1_ENST00000336314	0.005	0.995
AMBRA1	0.005	0.995
FIP1L1_ENST00000337488	0.005	0.995
NCOR1_ENST00000395851	0.005	0.995
TBX3	0.005	0.995
SBNO1	0.005	0.995
SMARCC2	0.005	0.995
RBM33	0.005	0.995
LRCH1	0.005	0.995
KDM6A	0.005	0.995
ARID1A	0.005	0.995
KDM6A_ENST00000382899	0.005	0.995
ATRX_ENST00000373344	0.005	0.995
ZNF750	0.005	0.995
BCL9_ENST00000234739	0.005	0.995
ZNF14	0.005	0.995
STAG2_ENST00000218089	0.005	0.995
TNRC6B_ENST00000454349	0.005	0.995
CTNND1_ENST00000399050	0.005	0.995
PLK2	0.005	0.995
NF2_ENST00000403999	0.005	0.995
MAP7D1	0.005	0.995
USP28	0.005	0.995
